date0,cc1,cc2,cc3
2017-12-24,32.1100917431192,35.0993377483443,37.9679144385026
2017-12-31,32.1100917431192,30.4635761589404,24.5989304812834
2018-01-07,40.3669724770642,35.7615894039735,29.9465240641711
2018-01-14,35.7798165137614,52.9801324503311,27.807486631016
2018-01-21,36.697247706422,56.9536423841059,20.855614973262
2018-01-28,33.9449541284403,47.0198675496688,25.6684491978609
2018-02-04,42.2018348623853,58.9403973509933,28.3422459893048
2018-02-11,30.2752293577981,43.7086092715231,24.5989304812834
2018-02-18,28.440366972477,41.7218543046357,19.7860962566844
2018-02-25,33.9449541284403,40.3973509933774,21.3903743315508
2018-03-04,27.5229357798165,38.41059602649,19.2513368983957
2018-03-11,34.8623853211009,33.1125827814569,20.3208556149732
2018-03-18,15.5963302752293,31.7880794701986,20.855614973262
2018-03-25,32.1100917431192,32.4503311258278,17.6470588235294
2018-04-01,32.1100917431192,31.7880794701986,18.1818181818181
2018-04-08,35.7798165137614,33.1125827814569,13.903743315508
2018-04-15,33.9449541284403,36.4238410596026,14.9732620320855
2018-04-22,29.3577981651376,29.8013245033112,14.4385026737967
2018-04-29,31.1926605504587,30.4635761589404,14.9732620320855
2018-05-06,42.2018348623853,31.1258278145695,15.5080213903743
2018-05-13,33.0275229357798,31.1258278145695,14.9732620320855
2018-05-20,42.2018348623853,45.6953642384106,14.4385026737967
2018-05-27,42.2018348623853,40.3973509933774,16.5775401069518
2018-06-03,34.8623853211009,45.0331125827814,14.4385026737967
2018-06-10,36.697247706422,38.41059602649,14.4385026737967
2018-06-17,34.8623853211009,35.0993377483443,14.4385026737967
2018-06-24,31.1926605504587,35.0993377483443,14.9732620320855
2018-07-01,32.1100917431192,31.7880794701986,15.5080213903743
2018-07-08,33.0275229357798,34.4370860927152,16.0427807486631
2018-07-15,24.7706422018348,46.3576158940397,18.1818181818181
2018-07-22,33.9449541284403,34.4370860927152,14.9732620320855
2018-07-29,32.1100917431192,52.3178807947019,17.6470588235294
2018-08-05,32.1100917431192,48.3443708609271,13.903743315508
2018-08-12,32.1100917431192,37.7483443708609,16.0427807486631
2018-08-19,32.1100917431192,45.6953642384106,16.5775401069518
2018-08-26,35.7798165137614,37.7483443708609,20.3208556149732
2018-09-02,36.697247706422,43.7086092715231,18.1818181818181
2018-09-09,26.6055045871559,37.7483443708609,21.9251336898395
2018-09-16,31.1926605504587,37.7483443708609,21.3903743315508
2018-09-23,88.9908256880734,45.0331125827814,34.75935828877
2018-09-30,24.7706422018348,39.0728476821192,28.3422459893048
2018-10-07,24.7706422018348,35.7615894039735,25.6684491978609
2018-10-14,33.0275229357798,43.7086092715231,26.2032085561497
2018-10-21,35.7798165137614,31.1258278145695,32.6203208556149
2018-10-28,36.697247706422,40.3973509933774,31.0160427807486
2018-11-04,46.788990825688,45.0331125827814,41.711229946524
2018-11-11,28.440366972477,49.6688741721854,45.4545454545454
2018-11-18,34.8623853211009,66.2251655629139,57.2192513368983
2018-11-25,38.5321100917431,66.2251655629139,83.4224598930481
2018-12-02,39.4495412844036,89.4039735099337,94.1176470588235
2018-12-09,34.8623853211009,100,100
2018-12-16,49.5412844036697,54.9668874172185,63.6363636363636
2018-12-23,36.697247706422,46.3576158940397,37.9679144385026
2018-12-30,43.1192660550458,49.0066225165563,31.5508021390374
2019-01-06,38.5321100917431,52.3178807947019,30.4812834224598
2019-01-13,36.697247706422,54.3046357615894,28.3422459893048
2019-01-20,39.4495412844036,64.2384105960265,32.0855614973262
2019-01-27,41.2844036697247,59.6026490066225,37.4331550802139
2019-02-03,47.7064220183486,63.5761589403973,33.6898395721925
2019-02-10,40.3669724770642,53.6423841059602,32.0855614973262
2019-02-17,43.1192660550458,48.3443708609271,22.9946524064171
2019-02-24,34.8623853211009,33.1125827814569,21.3903743315508
2019-03-03,41.2844036697247,41.7218543046357,25.1336898395721
2019-03-10,39.4495412844036,37.0860927152317,22.9946524064171
2019-03-17,42.2018348623853,45.6953642384106,22.4598930481283
2019-03-24,35.7798165137614,38.41059602649,20.3208556149732
2019-03-31,28.440366972477,31.1258278145695,18.1818181818181
2019-04-07,35.7798165137614,33.1125827814569,25.1336898395721
2019-04-14,36.697247706422,32.4503311258278,17.1122994652406
2019-04-21,42.2018348623853,37.0860927152317,23.5294117647058
2019-04-28,40.3669724770642,45.0331125827814,21.9251336898395
2019-05-05,56.8807339449541,37.0860927152317,22.4598930481283
2019-05-12,55.9633027522935,46.3576158940397,22.4598930481283
2019-05-19,56.8807339449541,40.3973509933774,20.3208556149732
2019-05-26,42.2018348623853,31.7880794701986,18.7165775401069
2019-06-02,48.6238532110091,35.0993377483443,21.3903743315508
2019-06-09,41.2844036697247,39.7350993377483,13.3689839572192
2019-06-16,30.2752293577981,50.9933774834437,17.1122994652406
2019-06-23,38.5321100917431,39.0728476821192,16.5775401069518
2019-06-30,35.7798165137614,45.0331125827814,21.3903743315508
2019-07-07,39.4495412844036,45.0331125827814,21.3903743315508
2019-07-14,31.1926605504587,41.7218543046357,19.7860962566844
2019-07-21,55.9633027522935,50.3311258278145,19.7860962566844
2019-07-28,85.3211009174312,37.0860927152317,18.1818181818181
2019-08-04,41.2844036697247,45.0331125827814,18.7165775401069
2019-08-11,33.0275229357798,36.4238410596026,16.5775401069518
2019-08-18,38.5321100917431,37.7483443708609,19.2513368983957
2019-08-25,49.5412844036697,39.7350993377483,19.7860962566844
2019-09-01,30.2752293577981,40.3973509933774,19.7860962566844
2019-09-08,36.697247706422,31.7880794701986,28.8770053475935
2019-09-15,40.3669724770642,43.046357615894,39.0374331550802
2019-09-22,36.697247706422,41.7218543046357,33.1550802139037
2019-09-29,35.7798165137614,37.0860927152317,33.6898395721925
2019-10-06,35.7798165137614,37.7483443708609,37.9679144385026
2019-10-13,33.9449541284403,46.3576158940397,32.0855614973262
2019-10-20,33.0275229357798,45.6953642384106,34.2245989304812
2019-10-27,45.8715596330275,39.0728476821192,45.9893048128342
2019-11-03,36.697247706422,46.3576158940397,45.9893048128342
2019-11-10,39.4495412844036,62.251655629139,52.4064171122994
2019-11-17,44.0366972477064,60.2649006622516,59.3582887700534
2019-11-24,34.8623853211009,73.5099337748344,80.2139037433155
2019-12-01,43.1192660550458,90.728476821192,94.6524064171123
2019-12-08,32.1100917431192,98.0132450331126,96.2566844919786
2019-12-15,44.9541284403669,60.9271523178808,73.2620320855615
2019-12-22,50.4587155963302,57.6158940397351,42.7807486631016
2019-12-29,34.8623853211009,40.3973509933774,43.3155080213903
2020-01-05,33.9449541284403,65.5629139072847,35.8288770053475
2020-01-12,38.5321100917431,55.6291390728476,37.9679144385026
2020-01-19,43.1192660550458,57.6158940397351,35.8288770053475
2020-01-26,37.6146788990825,58.9403973509933,33.1550802139037
2020-02-02,45.8715596330275,64.9006622516556,34.75935828877
2020-02-09,67.8899082568807,56.9536423841059,37.4331550802139
2020-02-16,52.2935779816513,42.3841059602649,29.9465240641711
2020-02-23,36.697247706422,42.3841059602649,27.807486631016
2020-03-01,29.3577981651376,46.3576158940397,26.7379679144385
2020-03-08,22.9357798165137,35.7615894039735,21.3903743315508
2020-03-15,26.6055045871559,32.4503311258278,26.7379679144385
2020-03-22,36.697247706422,46.3576158940397,31.5508021390374
2020-03-29,100,51.6556291390728,37.9679144385026
2020-04-05,26.6055045871559,49.0066225165563,34.75935828877
2020-04-12,25.6880733944954,70.1986754966887,41.711229946524
2020-04-19,30.2752293577981,72.1854304635761,36.8983957219251
2020-04-26,28.440366972477,58.9403973509933,34.75935828877
2020-05-03,64.2201834862385,59.6026490066225,41.711229946524
2020-05-10,31.1926605504587,56.2913907284768,38.5026737967914
2020-05-17,39.4495412844036,57.6158940397351,37.4331550802139
2020-05-24,26.6055045871559,59.6026490066225,34.75935828877
2020-05-31,30.2752293577981,49.0066225165563,31.0160427807486
